ID	NAME
m00654	2-hydroxyphenylacetate
m00804	3-hydroxytridecanoyl-CoA
m00757	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al
m00937	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol
m00148	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)
m02113	hexadecanal
m01477	cholesterol-ester-7-hexa
m02102	heptadecenoylcarnitine(7)
m02105	heptaglutamyl-folate(THF)
m00502	1-acylglycerol-3P-tridec
m03130	UTP
m01990	glycogenin G11
m02927	sphinganine
m01655	dehydroascorbic acid
m01603	coproporphyrin I
m01936	gamma-tocopheroxyl-radical
m01529	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain
m02875	salsolinol
m00812	3-ketolactose
m02109	hexacosanoylcarnitine
m03081	tRNA(tyr)
m02858	S-(3-methylbutanoyl)-dihydrolipoamide
m01139	5-S-glutathionyl-L-dopa
m02760	pregn-5-ene-3,20-dione
m02520	N-acetyl-5-methoxykynuramine
m01566	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a
m01567	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b
m01211	8alpha-hydroxy-gamma-tocopherone
m02619	noradrenochrome-O-semiquinone
m00718	3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA
m01842	fructose-1-phosphate
m02635	O-butanoylcarnitine
m01177	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one
m00448	1-acylglycerol-3P-13-octade
m00283	11beta,17alpha,21-trihydroxypregnenolone
m01175	7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene
m01148	6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate
m01784	EPA
m01580	cis-aconitate
m01452	cholesterol-ester-10,13,16,19-docosa
m00490	1-acylglycerol-3P-LD-TG1 pool
m00966	4alpha-methyl-5alpha-cholesta-8-en-3-one
m02816	pyridoxamine-phosphate
m02360	leucine
m01241	9-hydroxybenzo[a]pyrene
m02789	prostaglandin F2alpha
m00519	1-alpha,25-dihydroxyvitamin D2
m02116	hexadecenal
m02406	L-lyxonate
m00998	4-hydroxy-debrisoquine
m01248	A2PE-H2
m01879	G00074
m02291	keratan sulfate II (core 4-linked), biosynthesis, precursor 2
m02292	keratan sulfate II (core 4-linked), biosynthesis, precursor 3
m00279	11,12-EET
m02295	keratan sulfate II (core 4-linked), biosynthesis, precursor 6
m02296	keratan sulfate II (core 4-linked), biosynthesis, precursor 7
m02293	keratan sulfate II (core 4-linked), biosynthesis, precursor 4
m02294	keratan sulfate II (core 4-linked), biosynthesis, precursor 5
m00193	[phosphorylase B]
m02297	keratan sulfate II (core 4-linked), biosynthesis, precursor 8
m02298	keratan sulfate II (core 4-linked), biosynthesis, precursor 9
m02477	methylimidazoleacetic acid
m01267	activated sulphur
m02571	neurotensin 1-10
m00188	[methionine synthase]-cob(II)alamin
m01935	gamma-tocopherol
m02058	heparan sulfate, degradation product 12
m02059	heparan sulfate, degradation product 13
m02056	heparan sulfate, degradation product 10
m02057	heparan sulfate, degradation product 11
m02062	heparan sulfate, degradation product 16
m00885	3-oxomyrist-5-enoyl-CoA
m02060	heparan sulfate, degradation product 14
m02061	heparan sulfate, degradation product 15
m01212	8alpha-hydroxytocopherone
m02064	heparan sulfate, degradation product 18
m02065	heparan sulfate, degradation product 19
m00209	[protein]-N6-(lipoyl)lysine
m01061	5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate
m02325	L-3-amino-isobutanoate
m00928	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide
m00525	1D-myo-inositol-1,4,5,6-tetrakisphosphate
m00339	13,14-dihydro-15-oxo-lipoxin A4
m01639	dAMP
m01785	erythrose-4-phosphate
m03024	trans,cis-octadeca-2,11-dienoyl-CoA
m02179	iso-A2E(9-cis)
m02046	HCO3-
m00787	3-hydroxykynurenine-O-beta-D-glucoside
m01988	glycocholate
m00381	15-dehydro-prostaglandin D2
m01399	biliverdin
m02371	L-formylkynurenine
m00945	4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline
m01942	GD1alpha
m02785	prostaglandin E1
m02787	prostaglandin E3
m00580	20alpha-hydroxy-4-pregnen-3-one
m00030	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol
m01102	5-hydroxyindoleacetaldehyde
m00799	3-hydroxypropionyl-CoA
m02829	reduced vitamin K
m01344	antipyrine
m00181	(S)-hydroxydecanoyl-CoA
m01288	ADP-ribose
m00444	1-acylglycerol-3P-13,16,19-doco
m03040	TRH
m02573	neurotensin
m01189	7-dehydrodesmosterol
m01382	beta-1,4-mannose-N-acetylglucosamine
m02839	reverse triiodthyronine
m01801	F1alpha
m02361	leukoaminochrome
m01769	eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA
m01983	glycerol
m02135	homogentisate
m02014	GM2alpha
m01162	6-hydroxymelatonin-sulfate
m02002	glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose
m02912	sn-glycerol-3-PC
m00535	1-lysolecithin pool
m00891	3-oxooctanoyl-[ACP]
m03111	UDP-N-acetylglucosamine
m02515	n4m2masn
m00981	4-coumarate
m00835	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate
m02022	gpi_sig
m02395	lipoxin A4
m00780	3-hydroxyheptadecanoyl-CoA
m01320	alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
m00954	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
m03108	UDP-glucose
m03104	ubiquitin C terminal thiolester
m01165	6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol
m02119	hexaglutamyl-folate(THF)
m01146	6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate
m03087	tRNA-uridine
m01466	cholesterol-ester-4,7,10,13,16,19-doco
m02963	taurocholate
m01281	adenylated molybdopterin
m01915	galfucgalacglcgal14acglcgalgluside heparan sulfate
m01766	ecgonine
m02609	NO
m03128	uroporphyrinogen III
m01649	decanoyl-[ACP]
m01993	glycogenin G7
m02342	L-aspartyl-tRNA(asp)
m00523	1D-myo-inositol-1,3,4,6-tetrakisphosphate
m01970	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)
m00929	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol
m01776	eicosenoylcarnitine(7)
m02500	N,N-dimethylindoliumolate
m02904	sialyl-3-paragloboside
m01995	glycogenin G8
m03101	tyrosine
m00840	3-oxo-11-cis-eicosenoyl-CoA
m02997	thymine
m00207	[protein]-N5-alkylglutamine
m02126	histidyl-prolinamide
m00587	20-COOH-LTE4-CoA
m01504	cholesterol-ester-palm
m02599	N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline
m01269	acyl-CoA-bile-PC pool
m02129	histone-N6-methyl-L-lysine
m01914	galfuc12gal14acglcgalgluside heparan sulfate
m02335	L-alanyl-tRNA(ala)
m00093	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA
m01378	benzo[a]pyrene-7,8-oxide
m02678	palmitoyl-CoA
m00494	1-acylglycerol-3P-nanode
m01620	creatine-phosphate
m01572	cinnavalininate
m00982	4-coumaroyl-CoA
m01742	D-proline
m02654	O-methylhippurate
m01924	gamma-CEHC-glucuronide
m02744	phylloquinone
m00078	(2S)-pristanoyl-CoA
m01164	6-lactoyl-5,6,7,8-tetrahydropterin
m00597	20-OH-10,11-dihydro-LTB4
m00894	3-oxopalmitoleoyl-CoA
m00943	4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol
m02720	phenylacetate
m01252	acetate
m01968	glucose-6-phosphate
m02211	keratan sulfate I biosynthesis, precursor 19
m02210	keratan sulfate I biosynthesis, precursor 18
m01726	docosenoylcarnitine(11)
m00995	4-hydroxybenzoate
m00753	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al
m00636	2-bromoacetaldehyde
m02202	keratan sulfate I biosynthesis, precursor 10
m02205	keratan sulfate I biosynthesis, precursor 13
m01932	gamma-linolenate
m00881	3-oxohexanoyl-[ACP]
m02206	keratan sulfate I biosynthesis, precursor 14
m02209	keratan sulfate I biosynthesis, precursor 17
m02208	keratan sulfate I biosynthesis, precursor 16
m02148	hydroxyacetone
m03170	Insulin-(SH)2
m01712	disialyl-T antigen
m00825	3-methylcrotonoylglycine
m01054	5,6-EET
m02815	pyridoxamine
m01706	dimethylallyl-PP
m00345	13-carboxy-alpha-tocotrienol
m02488	molybdopterin
m02411	L-palmitoylcarnitine
m00379	15(S)-HpEPE
m02978	tetrahydrobiopterin
m00253	10,11-dihydro-12-oxo-LTB4
m01268	activation-ppara
m03094	type II B antigen
m00035	(24R)-24,25-dihydroxycalciol
m02577	NG,NG-dimethyl-L-arginine
m01687	dgpi_prot heparan sulfate
m01017	4-methyl-trans-2-pentenoyl-CoA
m02350	L-cysteate
m01673	deoxyuridine
m01209	8,9-EET
m00015	(13E)-tetranor-16-oxo-16-CoA-LTE4
m01997	glycolaldehyde
m02923	spermidine
m01042	5(S)-HPETE
m01667	deoxycholoyl-CoA
m01129	5-phosphopolynucleotide
m02546	N-acetylornithine
m01587	citrate
m00456	1-acylglycerol-3P-6,9,12,15,18-tetraco
m02972	tetradecanoyl-[ACP]
m00477	1-acylglycerol-3P-docosa
m00408	17alpha-hydroxypregnenolone
m01403	bromobenzene
m02196	IV2Fuc-nLc4Cer
m03143	vitamin E derivatives
m01101	5-guanidino-2-oxopentanoate
m02344	lauric acid
m01356	apoC-lys
m00900	3-oxopropanoate
m00062	(2E)-pentenoyl-[ACP]
m00949	4,8-dihydroxyquinoline
m00033	(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene
m01748	dTDP-4-dehydro-6-deoxy-L-mannose
m02946	sulfate
m00696	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA
m01300	aflatoxin M1
m01985	glycinamide
m02602	N-methylputrescine
m00631	2-aminoadipate 6-semialdehyde
m02001	glycophosphatidylinositol-(GPI)-anchored-protein-precursor
m00137	(ADP-D-ribosyl)n-acceptor
m03121	urea
m03010	trans,cis,cis-2,9,12-octadecatrienoyl-CoA
m02049	heme
m02013	GM2A-GM2
m02823	quinonoid dihydrobiopterin
m02155	hyodeoxycholate
m00784	3-hydroxyisobutyrate
m01436	chitin(n-1)
m02863	S-(PGA2)-glutathione
m01259	acetylcarnosine
m00625	27-hydroxycholesterol
m02887	selenite
m02769	progesterone
m00781	3-hydroxyheptanoyl-[ACP]
m03007	trans,cis,cis-2,11,14-eicosatrienoyl-CoA
m00706	3(S)-hydroxy-4-methyl-pentanoyl-CoA
m02354	L-dopa
m02742	phosphoprotein
m00708	3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA
m01467	cholesterol-ester-4,7,10,13,16-docosa
m02190	isovalerylglycine
m02162	III3,IV2Fuc-nLc4Cer
m01156	6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione
m02463	memgacpail heparan sulfate
m02572	neurotensin 11-13
m00200	[protein]-L-cysteine
m01602	cofactors and vitamins
m02820	queuine
m00241	1,2-diacylglycerol-VLDL pool
m02374	L-glutamate 5-semialdehyde
m02324	l2n2m2mn
m00228	1,1-dichloroethylene
m00630	2-amino-3-oxoadipate
m00626	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine
m01435	chenodiol
m00269	10-formyl-THF-glu(7)
m00032	(1R,2S)-naphthalene 1,2-oxide
m01473	cholesterol-ester-6,9,12,15-octa
m01844	fructose-3-phosphate
m00704	3(S)-hydroxy-3-oxo-eicosadienoyl-CoA
m02152	hydroxymethylglutathione
m00367	14-demethyllanosterol
m01319	alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol
m01735	dopachrome-O-semiquinone
m00179	(S)-3-sulfolactate
m00096	(5)ppPur-mRNA
m00038	(2E)-decenoyl-[ACP]
m03166	sedoheptulose-1-phosphate
m00261	10,13,16,19-docosatetraenoylcarnitine
m02843	ribose
m02667	oxo-xanthurenate
m02418	LTD4
m00400	16alpha-hydroxyestrone
m02685	PE-LD pool
m00624	27alpha-hydroxy-7-dehydrocholesterol
m02156	hypochlorite
m02888	selenocystathionine
m00453	1-acylglycerol-3P-5,8,11-eico
m00265	10,13,16-docosatriynoic acid
m00688	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA
m02996	thymidine
m01791	estrone-2,3-quinone
m01555	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1
m03083	tRNA
m02796	prostaglandin J2
m02704	peptide-L-methionine
m02879	S-aminomethyldihydrolipoylprotein
m01690	DHAP
m02047	HDL remnant
m01418	calcitroic acid
m02943	succinate
m02713	perillyl aldehyde
m00545	1-nitronaphthalene
m01560	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6
m00090	(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA
m02168	indole-3-acetaldehyde
m01404	bromobenzene-2,3-dihydrodiol
m01747	dTDP
m00591	20-hydroxy-arachidonate
m00766	3-carboxy-alpha-chromanol
m01707	dimethylamine
m00911	3-oxoundecanoyl-CoA
m00328	12-oxo-10,11-dihydro-20-COOH-LTB4
m01297	aflatoxin B1-endo-8,9-epoxide
m00295	11-deoxycortisol
m01850	fucacgalfucgalacglcgalgluside heparan sulfate
m02869	S-acetyldihydrolipoamide
m00128	(9E)-tetradecenoic acid
m00643	2-hydroxy-3-(4-hydroxyphenyl)propenoate
m01088	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol
m00910	3-oxoundecanoyl-[ACP]
m01448	cholest-5-ene-3beta,7alpha,27-triol
m00368	14-hydroperoxy-H4-neuroprostane
m01158	6beta-hydroxytestosterone
m01859	fucgalfucgalacglcgalgluside heparan sulfate
m00340	13,14-dihydro-lipoxin A4
m00315	12,15,18,21-tetracosatetraenoic acid
m02539	N-acetylmannosamine-6-phosphate
m00941	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
m01431	ceramide-1P pool
m00374	15(R)-HETE
m00162	(R)-3-hydroxypalmitoyl-[ACP]
m01501	cholesterol-ester-myrist
m01375	benzo[a]pyrene-4,5-oxide
m00205	[protein]-L-serine
m00182	(S)-hydroxyhexanoyl-CoA
m01828	FMN
m00121	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
m02981	THF-hexaglutamate
m00206	[protein]-L-tyrosine
m02669	oxytocin
m03146	VLDL remnant
m02773	propanoyl-[ACP]
m02329	lactaldehyde
m00916	3-phosphoserine
m02752	picolinic acid
m02385	lignocerate
m00247	1,3-bisphospho-D-glycerate
m03155	xylitol
m01416	calcitetrol
m02106	heptanoyl-[ACP]
m03022	trans,cis-myristo-2,5-dienoyl-CoA
m01773	eicosanoyl-CoA
m01128	5-oxoprolyl-peptide
m02649	omega-carboxy-trinor-LTB4
m02910	S-methyl-5-thio-D-ribulose-1-phosphate
m02419	L-threonyl-tRNA(thr)
m02658	ornithine
m00876	3-oxoheptanoyl-[ACP]
m01528	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3
m01527	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2
m01526	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1
m01571	cimetidine
m02563	neocasomorphin
m00703	3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA
m01570	chylomicron
m02746	phytanic acid
m00501	1-acylglycerol-3P-trico
m00378	15(S)-HETrE
m01739	dopaminochrome
m00311	12,13-epoxy-9-alkoxy-(10E)-octadecenoate
m00136	(ADP-D-ribosyl)n+1-acceptor
m00902	3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA
m02565	neungc
m02634	O-acetylcarnitine
m00563	2(S),6-dimethyl-heptanoyl-CoA
m00653	2-hydroxyglutarate
m00464	1-acylglycerol-3P-8,11,14,17-eico
m00925	4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid-O-glucoside
m01676	detyrosinated alpha-tubulin
m00012	(11Z,14Z,17Z)-eicosatrienoyl-CoA
m00990	4-hydroxy-2-quinolinecarboxylic acid
m00860	3-oxodocasa-cis,cis-13,16-dienoyl-CoA
m00797	3-hydroxypentanoyl-CoA
m03072	tRNA(ile)
m03118	uracil
m00495	1-acylglycerol-3P-ol
m02755	polynucleotide
m00800	3-hydroxytetracosanoyl-CoA
m00795	3-hydroxypentadecanoyl-CoA
m00168	(R)-S-lactoylglutathione
m02591	nitryl-chloride
m02170	inosine
m00421	18-CoA-18-oxo-dinor-LTB4
m01908	galacgalfucgalacglcgal14acglcgalgluside heparan sulfate
m01940	GAR
m01335	anandamide
m00272	10-hydroxy-D4-neuroprostane
m01143	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
m00457	1-acylglycerol-3P-6,9,12,15-octa
m02864	S-(PGJ2)-glutathione
m00661	2-methyl-3-oxopropanoate
m02813	pyridoxal
m02021	gpi_prot heparan sulfate
m01395	bile-PC pool
m01954	glcnac-alpha-1,4-core 1
m01392	beta-hydroxy-beta-methylbutyrate
m02330	lactoneotetraosylceramide
m02639	octadecenoylcarnitine(5)
m01728	dodecanoyl-[ACP]
m00738	3,5-diiodo-L-thyronine-beta-D-glucuronoside
m00831	3-oxo-(2S)-methylisocapryloyl-CoA
m02661	oxalate
m00794	3-hydroxypentadecanoyl-[ACP]
m01310	alkylamine
m03153	ximenic acid
m00184	[ACP]
m02819	pyruvate
m00893	3-oxooleoyl-CoA
m02182	isocaproic-aldehyde
m00596	20-hydroxy-LTE4
m00500	1-acylglycerol-3P-tetraco
m02125	histidine
m01447	cholest-5-ene-3beta,7alpha,25-triol
m01880	G00077
m00143	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)
m01877	G00072
m01878	G00073
m02173	inositol-1-phosphate
m01759	D-xylulose
m00754	3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa
m02892	selenomethionine-se-oxide
m01220	9,10-hydroxyoctadec-12(Z)-enoate
m01813	fatty acid-LD-TG1 pool
m00276	11,12,15-THETA
m01881	G00079
m02513	N4-(acetyl-beta-D-glucosaminyl)asparagine
m02446	maltoheptaose
m00271	10-hydroperoxy-H4-neuroprostane
m02450	maltose
m00353	13-cis-retinoyl-glucuronide
m02012	GM2A
m00867	3-oxododecanoyl-[ACP]
m01488	cholesterol-ester-arach
m02976	tetradecenoylcarnitine(9)
m00273	10-hydroxy-E4-neuroprostane
m00256	10,11-dihydro-20-trihydroxy-LTB4
m00227	1,1-dichloroethylene epoxide
m00875	3-oxoheptadecanoyl-CoA
m01475	cholesterol-ester-7,10,13,16,19-docosa
m02048	HDL
m02266	keratan sulfate I, degradation product 36
m02314	kinetensin 1-3
m00138	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m01155	6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin
m01836	formyl-CoA
m02771	propane-1,2-diol
m01107	5-hydroxy-L-tryptophan
m00548	1-nitrosonaphthalene
m02702	peptide-L-aspartate
m00641	2-hydroxy-17beta-estradiol-1-S-glutathione
m01586	cis-vaccenoyl-CoA
m00856	3-oxo-cis-15-tetracosaenoyl-CoA
m02274	keratan sulfate I, degradation product 6
m00165	(R)-5-phosphomevalonate
m02890	selenohomocysteine
m01462	cholesterol-ester-13-docose
m01956	glcnac-gal-globoside
m00133	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine
m00962	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
m00802	3-hydroxytricosanoyl-CoA
m00469	1-acylglycerol-3P-9-heptade
m01556	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2
m01557	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3
m01558	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4
m01559	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5
m00095	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA
m01561	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7
m00268	10-formyl-THF-glu(6)
m01779	em2emgacpail heparan sulfate
m01910	galactose
m02508	n2m2mn
m02810	psychosine
m00601	20-oxo-LTE4
m01953	geranyl-PP
m02845	ribose-5-phosphate
m01816	fatty acid-ligands
m02995	thromboxane B2
m02642	octanoic acid
m01824	ferricytochrome C
m01693	dIDP
m01916	galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate
m01182	7alpha-hydroxycholest-4-en-3-one
m00245	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one
m02145	hydrogen-cyanide
m00732	3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside
m01810	fatty acid-LD-PI pool
m00833	3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA
m01575	cis,cis-3,6-dodecadienoyl-CoA
m00017	(13Z)-eicosenoic acid
m01525	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan
m01001	4-hydroxyestrone-2-S-glutathione
m02407	L-metanephrine
m02894	selenophosphate
m00327	12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate
m02540	N-acetylmethionine
m02272	keratan sulfate I, degradation product 41
m02271	keratan sulfate I, degradation product 40
m02428	lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose
m02947	sulfatide galactocerebroside
m02032	GT2
m02033	GT3
m03054	trimethylamine-N-oxide
m01681	D-glucarate
m00554	1-phosphatidyl-1D-myo-inositol-5-phosphate
m01428	CDP-ethanolamine
m02691	pentaglutamyl-folate(DHF)
m00361	13-hydroxy-gamma-tocotrienol
m00246	1,2-naphthoquinone
m02865	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate
m02832	retinal
m01278	acylglycerone-phosphate
m02034	GTP
m03079	tRNA(thr)
m01372	azelaic acid
m00281	11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate
m00291	11-cis-retinol
m00702	3(S)-hydroxy-13-cis-eicosenoyl-CoA
m00537	1-methylpyrrolinium
m01357	apoC-lys_btn
m01161	6-hydroxymelatonin
m00742	3,7,24THCA
m00449	1-acylglycerol-3P-15-tetra
m02909	SMCFA-blood-pool
m01711	disialylgalactosylgloboside
m02625	N-substituted amino acid
m00089	(3Z,7Z,10Z)-hexadecatrienoyl-CoA
m01852	fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate
m01224	9,13-cis-retinoate
m02341	L-asparaginyl-tRNA(asn)
m02045	harman
m00337	13(S)-HPODE
m01628	cysteine
m00659	2-methoxyestradiol-17beta
m00225	1-(3-pyridinyl)-1,4-butanediol
m00897	3-oxopentadecanoyl-CoA
m01818	fatty acid-retinol pool
m02112	hexacosenoyl-CoA
m02139	hyaluronan biosynthesis, precursor 1
m00002	(+)-alpha-pinene
m00107	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine
m00823	3-methyl-2-oxobutanoate-dehydrogenase-phosphate
m00606	22beta-hydroxycholesterol
m00510	1-acylglycerol-VLDL pool
m01445	cholate
m00455	1-acylglycerol-3P-6,9,12,15,18,21-tetra
m00933	4(R),8-dimethyl-nonanoyl-CoA
m00512	1-alkenyl-2-acylglycerol
m00025	(15Z)-tetracosenoyl-CoA
m01115	5-methyl-THF
m01811	fatty acid-LD-PS pool
m02731	phosphatidate-LD-PS pool
m00565	2-(S-glutathionyl)acetyl chloride
m01588	citrulline
m01089	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol
m02930	sphingosine-1-phosphate
m02770	proline
m00039	(2E)-decenoyl-CoA
m00370	14-hydroxy-E4-neuroprostane
m02610	noladin-ether
m02560	NEFA blood pool in
m01022	4-OH-13-cis-retinal
m02657	O-propanoylcarnitine
m00329	12-oxo-20-carboxy-LTB4
m01772	eicosanoylcarnitine
m03001	tolbutamide
m00839	3-oxo-11cis-docosenoyl-CoA
m01222	9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate
m02952	sulfotaurolithocholate
m00694	3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate
m00967	4alpha-methyl-cholesta-8-enol
m02373	L-fuculose
m01754	dUDP
m01679	D-galactosyl-N-acylsphingosine
m01972	glucosylceramide pool
m03019	trans,cis-hexadeca-2,7-dienoyl-CoA
m00955	4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol
m02218	keratan sulfate I biosynthesis, precursor 25
m00059	(2E)-octenoyl-CoA
m02856	S-(2-methylbutanoyl)-dihydrolipoamide
m03036	trans-4,5-epoxy-(2E)-decenal
m02219	keratan sulfate I biosynthesis, precursor 26
m00616	25(R)THCA-CoA
m02440	malonate
m01266	activated methyl group
m01648	decanoic acid
m00282	11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid
m02453	mannose
m02800	prostaglandin-PGE2-glyceryl ester
m01725	docosanoyl-CoA
m00203	[protein]-L-isoaspartate-methyl ester
m01206	8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate
m01963	glucosamine-6-phosphate
m00532	1-hexadecylglycerol-3-phosphate
m01050	5,15-DiHETE
m00697	3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA
m01882	G00081
m02803	protoporphyrin
m01440	chloral hydrate
m01886	G00085
m01885	G00084
m01994	glycogenin G7G1
m00123	(8Z,11Z)-eicosadienoyl-CoA
m00652	2-hydroxyestrone-4-S-glutathione
m02507	n2m2masn
m01314	allopregnanolone
m01216	9(10)-EpOME
m02413	L-pipecolate
m01051	5,6-DHET
m01037	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA
m03057	triphosphate
m00658	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol
m00755	3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA
m00082	(3S)-3-hydroxydodec-cis-6-enoyl-CoA
m02099	heptadecanoyl-[ACP]
m01236	9-eicosenoyl-CoA
m03119	urate radical
m02705	peptidyl-allysyl-peptide
m00542	1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene
m01476	cholesterol-ester-7,10,13,16-docosa
m00999	4-hydroxy-E4-neuroprostane
m03037	trans-4-hydroxy-L-proline
m02900	S-glutathionyl-2-4-dinitrobenzene
m01938	gamma-tocotrienol
m02886	selenide
m03159	phylloquinol
m01909	galactitol
m02853	S-(2,2-dichloro-1-hydroxy)ethyl glutathione
m00018	(13Z)-eicosenoyl-CoA
m00298	11-HpODE
m01460	cholesterol-ester-13,16,19-doco
m00773	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
m01533	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan
m02735	phosphatidylinositol-3,5-bisphosphate
m01633	D-3-amino-isobutanoate
m00336	13(S)-HODE
m01307	alanine
m02153	hydroxy-nifedipine
m00022	(13Z,16Z)-docosadienoylcarnitine
m02854	S-(2-chloroacetyl)glutathione
m01815	fatty acid-LD-TG3 pool
m03070	tRNA(gly)
m00877	3-oxoheptanoyl-CoA
m00874	3-oxoheptadecanoyl-[ACP]
m00192	[phosphorylase A]
